minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6227359608522054,35.556453034440466,15.904477794074737,34.710659819097835,5.902055932130635,19.311482388271266,12.741825892462314,27.372425119748392
0,Marvin the Martian,0.6048009090807187,29.699532100249613,13.872892730520908,33.44212566374051,7.997669058670412,25.37487754457343,11.90166771308665,20.69663105462272
0,Road Runner,0.6092937383564787,22.845011755434847,13.287292369539626,34.42503218736097,6.990443989656851,27.977973321240984,10.030123360024968,17.23529874914457
0,Foghorn Leghorn,0.6161411220465044,26.38844213626167,14.69010605189659,33.84339270261681,5.492946586606767,16.92034528226908,13.722720096465514,29.196459378382983
0,Bugs Bunny,0.6406901757119208,29.545297555896358,16.409413313996005,32.285956764177946,6.197058873924895,18.577791971871843,14.212626162969197,28.492578702698488
0,Elmer Fudd,0.6195934048597257,26.350882727523775,15.651388932094061,39.00071376215667,4.879248212263368,21.907403293938533,17.0715928300882,33.657395419695455
0,Lola Bunny,0.6294384940981643,33.25424289839635,14.910220854609634,38.731826728785016,2.82540954205306,21.932728729189346,18.18555651752971,37.19441915370427
0,Porky Pig,0.6247575877498932,26.11914651236051,15.398283820366412,34.537481559933,6.477936020682203,19.204714868453294,13.691859312886036,27.97745260158807
0,Tasmanian Devil,0.6040933846986866,29.333013276439633,13.515196682816377,37.97833063403954,3.5102354101565005,17.297792344059786,7.03353209489721,22.908904852247076
0,Gossamer,0.6230474024199929,30.871314531331173,16.741186358993698,34.94033859586275,5.525246590090744,18.058741259124663,15.952083829606506,31.928351649113644
0,Granny,0.6271395912786437,29.04925139796986,14.229463431222534,34.559397609475575,8.597717476559092,14.365178112513334,13.614079319279067,31.422157117506778
0,Wile E. Coyote,0.6047691359917191,32.090008319571524,14.06974879376018,36.5098324586033,3.777992039131304,19.819829443494452,15.79400116857327,32.5613439270595
0,Tweety,0.6194492425628955,26.101919768241437,13.901731235070736,35.32056886748962,7.318094774644929,24.058248068731558,11.51604311781589,22.737127465589758
0,Penelope,0.6180500318496378,25.027542677975347,15.244866855958751,28.247506167349094,9.140858435920041,16.445450932026265,8.03583753163324,16.995316097658794
0,Daffy Duck,0.62425352009865,31.01926627332148,16.403618132649008,32.081827808966935,6.648074065808293,23.32257366849199,12.851943559675929,22.64124826681828
12,Sylvester,0.6132587452442015,29.099759081514154,15.67629436957211,33.8301328889844,9.355470977480078,21.273909328118044,15.273841911141533,27.22915574519987
12,Marvin the Martian,0.6168402816866219,30.916760448159874,15.031861926610226,32.8288988563612,5.665223320976326,26.65765457288684,12.828650585313804,21.56784764340845
12,Road Runner,0.6157993445629565,27.778158453601364,15.663547396230843,34.55284978903846,6.6963855211521945,30.7262141318397,11.890225826626025,17.799455874271615
12,Foghorn Leghorn,0.621412714116234,31.83806878399569,16.38703667573576,33.11460654368285,5.174971333353334,17.828073697064305,15.099861865451816,30.081540473047227
12,Bugs Bunny,0.6319246653366087,35.39819142001751,16.748245659911667,33.348530977892125,7.15320834706396,16.770842125984224,12.615350436437305,27.679149301702267
12,Elmer Fudd,0.6144595549313776,28.143490007729177,16.65789967057893,36.58805302773269,4.9633204155796555,18.337842249485348,16.929486445545454,33.52916263181699
12,Lola Bunny,0.638083883571198,33.7420605614756,15.454012608642067,36.39102381333877,6.4595132082511935,22.559771830508353,14.688699033591918,29.875489666827683
12,Porky Pig,0.6061646196222465,35.495726417699096,16.140252820494986,36.74240325404121,5.876650339338197,14.761661963513713,13.106477343887036,30.839472840223564
12,Tasmanian Devil,0.6092986014022994,28.71985812709883,15.185794604844336,31.62482862594888,5.944170880135697,24.6928926862159,6.65407166076322,12.691567310203915
12,Gossamer,0.6215573108235924,33.274745708320786,14.332903570646666,35.95119995505464,6.131608760964961,16.036429170688518,11.708824103260094,29.235180756565867
12,Granny,0.6129696807771606,30.165705041136434,14.897839882470752,34.405767231412476,6.5802047259761425,18.139312007461236,16.827354912341445,32.89014177062945
12,Wile E. Coyote,0.613930994513057,33.89297854782995,13.717021504766597,34.04813439395691,5.402139829885609,23.21137887288902,14.222746246717257,27.29240036856647
12,Tweety,0.5879116828500335,26.605760259932836,13.679093579997927,36.50458650276221,4.490549692216702,20.03056257163351,13.349591227660952,27.573489709064873
12,Penelope,0.6140409833193585,26.43041559270379,15.095910131862373,31.477055875255488,9.455598496962464,11.767685664528033,7.4336634009679425,20.90504856211303
12,Daffy Duck,0.6308299393529311,31.04468217909223,14.66285561080935,35.01441639204743,7.567808000681152,21.004288234811195,12.814272167897036,26.895892208958514
24,Sylvester,0.6096264529187845,32.67205583926078,15.42314984688775,34.69048011982861,7.5706047854775,16.509823202411642,11.03229206775637,25.541305120285806
24,Marvin the Martian,0.6177029342029631,30.180999075074734,14.760249835095733,32.30168533757408,6.1753678497705025,23.12081427483395,8.869661107784758,17.94724786068805
24,Road Runner,0.614078199663,27.079869436293425,14.434310120307945,34.590991254584836,4.196036684386159,30.224478803640864,11.51785493763861,18.760861570536903
24,Foghorn Leghorn,0.6189773186413554,30.06729254247925,15.553939513784947,32.200516356387844,6.633692634995329,18.69696564916956,14.469835512168249,27.90547263280132
24,Bugs Bunny,0.6275598882499994,36.12456585935849,16.329436538376754,34.32876742289132,2.5550904431607786,19.84850713631432,13.089872740132224,28.228674693553295
24,Elmer Fudd,0.6276418169842531,28.537059197100888,15.77701193266932,34.84234741198717,5.469482689105924,18.06729974412244,13.888919141483859,29.582797442182958
24,Lola Bunny,0.641456331198636,33.73850717723006,13.743819094754452,36.66111266634976,2.730140716278756,26.3924635336012,19.512850452552723,36.438579243649876
24,Porky Pig,0.6067212004061422,31.093488008542003,14.950330335743706,36.640839031084006,6.126282695538485,13.662557477766464,16.538773453911286,36.42163320532335
24,Tasmanian Devil,0.6068966326300533,28.989560794235853,14.244887135886577,35.17486472923682,5.631711481150734,21.65078510273198,9.532249800307664,21.18908530053927
24,Gossamer,0.6203333611722046,35.51776796680534,14.646201767758342,35.19491764949894,5.816765067115718,14.766618083114981,10.149590314639116,27.46009574132026
24,Granny,0.6252375764766859,28.097110501695994,14.642276012784535,35.11937368489416,5.905561767294314,22.0263796486715,15.623758452402274,30.045800704581957
24,Wile E. Coyote,0.6251520896298967,29.44057789120712,13.59887988140166,35.790922275610036,5.864514307921053,21.583054241593768,13.412130805598139,28.370581290776926
24,Tweety,0.6073402413466029,27.40097263277553,12.688621628571257,36.459065898218945,5.963148364650755,21.231922074798142,11.356721643072975,25.401636230968748
24,Penelope,0.6074895039885373,27.41374279029475,14.19142528379984,31.383820696689572,8.062716167354097,15.243788281066317,11.1540084095934,24.43640368384031
24,Daffy Duck,0.6195761982071577,30.70324071146317,15.746347742044895,32.159592615316555,5.2335227910235425,18.215428651323418,11.719796270993973,24.703107994478913
36,Sylvester,0.6089616250835012,30.015896628114856,16.206055975354257,35.056886910079065,8.49891022745066,19.755213319874038,12.033000376499388,24.171940867979423
36,Marvin the Martian,0.6225408624057184,34.030581251576095,13.00964503606305,32.192219066127336,6.311475093366166,26.678174871645126,14.852223422974038,25.575984080014813
